Time (s)	ex (deg)	thx (deg)	gazex (deg)
0	34.57717	29.106909	63.684079
0.005	34.642366	29.120175	63.762541
0.01	34.702698	29.1133	63.815998
0.015	34.709499	29.105538	63.815037
0.02	34.014418	29.09644	63.110858
0.025	32.513195	29.085443	61.598638
0.03	29.663153	29.058821	58.721974
0.035	26.390994	29.033153	55.424147
0.04	22.867073	28.98933	51.856403
0.045	20.08694	28.974556	49.061496
0.05	19.21381	28.968879	48.182689
0.055	18.53384	28.925041	47.458881
0.06	18.232603	28.911189	47.143792
0.065	18.07424	28.902863	46.977103
0.07	18.116271	28.869707	46.985978
0.075	18.021361	28.825101	46.846462
0.08	18.104533	28.797376	46.901909
0.085	18.266931	28.77882	47.045751
0.09	18.35132	28.7472	47.09852
0.095	18.413928	28.740345	47.154273
0.1	18.254889	28.715231	46.97012
0.105	18.176411	28.697054	46.873465
0.11	18.053009	28.693671	46.74668
0.115	18.060924	28.665106	46.72603
0.12	18.183905	28.622986	46.806891
0.125	18.496838	28.636214	47.133052
0.13	18.58954	28.61713	47.20667
0.135	18.651805	28.612984	47.264789
0.14	18.647819	28.598288	47.246107
0.145	18.719494	28.586047	47.305541
0.15	18.796216	28.548548	47.344764
0.155	18.762083	28.527025	47.289108
0.16	18.590261	28.5355	47.125761
0.165	18.703402	28.51826	47.221662
0.17	18.682615	28.505663	47.188278
0.175	18.676035	28.515237	47.191272
0.18	18.695314	28.528565	47.223879
0.185	18.915793	28.520403	47.436196
0.19	19.025184	28.528186	47.55337
0.195	19.063086	28.530454	47.59354
0.2	18.992691	28.499876	47.492567
0.205	18.736942	28.496917	47.233859
0.21	18.715241	28.512203	47.227444
0.215	18.665201	28.524973	47.190174
0.22	18.615348	28.523963	47.139311
0.225	18.68145	28.532221	47.213671
0.23	18.632354	28.534365	47.166719
0.235	18.517177	28.521202	47.038379
0.24	18.286687	28.51336	46.800047
0.245	18.32456	28.510773	46.835333
0.25	18.53036	28.508059	47.038419
0.255	18.718708	28.525311	47.244019
0.26	18.891987	28.521765	47.413752
0.265	19.009921	28.543727	47.553648
0.27	19.022047	28.540663	47.56271
0.275	19.019495	28.537213	47.556708
0.28	18.982638	28.542126	47.524764
0.285	19.029806	28.527808	47.557614
0.29	18.935643	28.519944	47.455587
0.295	18.780737	28.51139	47.292127
0.3	18.58975	28.512109	47.101859
0.305	18.562964	28.533314	47.096278
0.31	18.535108	28.523499	47.058607
0.315	18.532781	28.524473	47.057254
0.32	18.591688	28.51064	47.102328
0.325	18.741266	28.521691	47.262957
0.33	18.823443	28.517879	47.341322
0.335	18.892729	28.496311	47.38904
0.34	18.924771	28.499987	47.424758
0.345	18.926495	28.508952	47.435447
0.35	18.921691	28.483965	47.405656
0.355	18.867941	28.484386	47.352327
0.36	18.794399	28.500409	47.294808
0.365	18.767172	28.48725	47.254422
0.37	18.80358	28.485463	47.289043
0.375	18.817067	28.497688	47.314755
0.38	18.823851	28.498841	47.322692
0.385	18.814362	28.484071	47.298433
0.39	18.769226	28.481349	47.250575
0.395	18.738337	28.474913	47.21325
0.4	18.774561	28.46876	47.243321
0.405	18.73172	28.475803	47.207523
0.41	18.680661	28.470844	47.151505
0.415	18.72418	28.461373	47.185553
0.42	18.791431	28.46404	47.255471
0.425	18.836879	28.4671	47.303979
0.43	18.881893	28.454956	47.336849
0.435	18.91538	28.443513	47.358893
0.44	18.893431	28.444218	47.337649
0.445	18.855385	28.44082	47.296205
0.45	18.823593	28.441534	47.265127
0.455	18.841192	28.439069	47.280261
0.46	18.837267	28.428842	47.266109
0.465	18.782259	28.435398	47.217657
0.47	18.709199	28.44115	47.150349
0.475	18.577353	28.438908	47.016261
0.48	18.503065	28.43114	46.934205
0.485	18.46605	28.439696	46.905746
0.49	18.442477	28.432689	46.875166
0.495	18.458913	28.454138	46.913051
0.5	18.471998	28.458088	46.930086
0.505	18.523977	28.452199	46.976176
0.51	18.57632	28.444101	47.020421
0.515	18.606055	28.438796	47.044851
0.52	18.642437	28.433464	47.075901
0.525	18.681693	28.426005	47.107698
0.53	18.720009	28.423759	47.143768
0.535	18.756073	28.455324	47.211397
0.54	18.780629	28.47333	47.253959
0.545	18.79195	28.493002	47.284952
0.55	18.798528	28.469722	47.26825
0.555	18.80503	28.458604	47.263634
0.56	18.828665	28.448142	47.276807
0.565	18.849003	28.458214	47.307217
0.57	18.867965	28.458651	47.326616
0.575	18.88561	28.462813	47.348423
0.58	18.900139	28.465629	47.365768
0.585	18.922305	28.458821	47.381126
0.59	19.017329	28.474739	47.492068
0.595	19.307137	28.456811	47.763948
0.6	19.524863	28.437863	47.962726
0.605	19.651908	28.479722	48.13163
0.61	19.7587	28.482318	48.241018
0.615	19.824513	28.481392	48.305905
0.62	19.815096	28.49181	48.306906
