Time (s)	ex (deg)	thx (deg)	gazex (deg)
0	-21.783574	-3.173201	-24.956775
0.005	-21.999298	-3.328457	-25.327755
0.01	-22.00158	-3.48374	-25.48532
0.015	-21.883079	-3.647567	-25.530646
0.02	-21.598152	-3.822738	-25.42089
0.025	-21.35139	-3.952317	-25.303707
0.03	-21.109586	-4.131669	-25.241255
0.035	-20.904294	-4.331792	-25.236086
0.04	-20.459737	-4.48603	-24.945767
0.045	-19.949851	-4.684606	-24.634457
0.05	-19.630166	-4.850762	-24.480928
0.055	-19.395489	-5.02488	-24.420369
0.06	-19.188393	-5.18301	-24.371403
0.065	-19.041876	-5.329675	-24.371551
0.07	-18.904297	-5.50069	-24.404987
0.075	-18.765997	-5.653177	-24.419174
0.08	-18.583296	-5.796265	-24.379561
0.085	-18.38953	-5.957291	-24.346821
0.09	-18.207773	-6.101552	-24.309325
0.095	-18.008032	-6.250471	-24.258503
0.1	-17.854826	-6.354127	-24.208953
0.105	-17.717639	-6.483276	-24.200915
0.11	-17.472124	-6.620502	-24.092626
0.115	-17.242837	-6.767627	-24.010464
0.12	-16.958529	-6.878564	-23.837093
0.125	-16.509736	-6.993381	-23.503117
0.13	-16.011157	-7.082518	-23.093675
0.135	-15.492401	-7.203283	-22.695684
0.14	-15.165058	-7.33612	-22.501178
0.145	-14.879637	-7.40788	-22.287517
0.15	-14.475365	-7.522776	-21.998141
0.155	-14.008538	-7.62689	-21.635428
0.16	-13.690181	-7.704916	-21.395097
0.165	-13.309668	-7.795234	-21.104902
0.17	-13.048232	-7.860867	-20.909099
0.175	-12.786874	-7.949685	-20.736559
0.18	-12.782305	-8.02413	-20.806435
0.185	-12.682748	-8.067886	-20.750634
0.19	-12.619497	-8.133084	-20.752581
0.195	-12.644195	-8.190029	-20.834224
0.2	-12.635331	-8.240395	-20.875726
0.205	-12.579815	-8.300258	-20.880073
0.21	-12.541544	-8.362753	-20.904297
0.215	-12.529562	-8.405307	-20.934869
0.22	-12.474533	-8.45905	-20.933583
0.225	-12.473295	-8.523646	-20.996941
0.23	-12.455952	-8.554667	-21.010619
0.235	-12.407887	-8.594274	-21.002161
0.24	-12.436857	-8.64271	-21.079567
0.245	-12.520825	-8.690004	-21.210829
0.25	-12.500962	-8.717988	-21.21895
0.255	-12.457308	-8.760284	-21.217592
0.26	-12.48188	-8.796172	-21.278052
0.265	-12.474971	-8.805931	-21.280902
0.27	-12.429624	-8.819952	-21.249576
0.275	-12.392493	-8.830616	-21.223109
0.28	-12.426317	-8.846388	-21.272705
0.285	-12.446065	-8.888284	-21.334349
0.29	-12.482701	-8.907302	-21.390003
0.295	-12.485145	-8.941169	-21.426314
0.3	-12.527951	-8.938245	-21.466196
0.305	-12.502788	-8.951645	-21.454433
0.31	-12.47872	-8.951888	-21.430608
0.315	-12.469923	-8.952951	-21.422874
0.32	-12.531821	-8.953796	-21.485617
0.325	-12.520009	-8.956606	-21.476615
0.33	-12.505788	-8.980201	-21.485989
0.335	-12.526077	-9.000013	-21.52609
0.34	-12.556366	-9.006394	-21.56276
0.345	-12.560735	-8.994561	-21.555296
0.35	-12.478936	-8.98655	-21.465486
0.355	-12.398172	-8.996635	-21.394807
0.36	-12.328126	-9.006772	-21.334898
0.365	-12.27607	-9.023021	-21.299091
0.37	-12.24994	-9.032005	-21.281945
0.375	-12.258803	-9.045046	-21.303849
0.38	-12.307769	-9.061255	-21.369024
0.385	-12.342741	-9.058442	-21.401183
0.39	-12.356478	-9.040698	-21.397176
0.395	-12.3476	-9.040826	-21.388426
0.4	-12.386735	-9.052168	-21.438903
0.405	-12.414068	-9.067198	-21.481266
0.41	-12.431511	-9.075646	-21.507157
0.415	-12.458392	-9.079027	-21.537419
0.42	-12.47235	-9.077751	-21.550101
0.425	-12.482001	-9.07898	-21.560981
0.43	-12.510042	-9.077461	-21.587503
0.435	-12.536804	-9.10174	-21.638544
0.44	-12.537492	-9.108711	-21.646203
0.445	-12.496922	-9.110922	-21.607844
0.45	-12.442943	-9.110505	-21.553448
0.455	-12.361525	-9.135464	-21.496989
0.46	-12.225245	-9.134739	-21.359984
0.465	-12.115958	-9.148661	-21.264619
