Time (s)	ex (deg)	thx (deg)	gazex (deg)
0	-8.967643	-3.596642	-12.564285
0.005	-8.856282	-3.601986	-12.458268
0.01	-8.75087	-3.604257	-12.355127
0.015	-8.605228	-3.633617	-12.238845
0.02	-8.513074	-3.643372	-12.156446
0.025	-8.434688	-3.638788	-12.073476
0.03	-8.368961	-3.630983	-11.999944
0.035	-8.347969	-3.646276	-11.994245
0.04	-8.325906	-3.668176	-11.994082
0.045	-8.300057	-3.684824	-11.984881
0.05	-8.27427	-3.69257	-11.96684
0.055	-8.215981	-3.688944	-11.904925
0.06	-8.096549	-3.703975	-11.800524
0.065	-7.96027	-3.717303	-11.677573
0.07	-7.848527	-3.708756	-11.557283
0.075	-7.806202	-3.707227	-11.513429
0.08	-7.776362	-3.709695	-11.486057
0.085	-7.736372	-3.673311	-11.409683
0.09	-7.675466	-3.684187	-11.359653
0.095	-7.664394	-3.70377	-11.368164
0.1	-7.637915	-3.697892	-11.335807
0.105	-7.622163	-3.681495	-11.303658
0.11	-7.659475	-3.695341	-11.354816
0.115	-7.678976	-3.690448	-11.369424
0.12	-7.704795	-3.700902	-11.405697
0.125	-7.738407	-3.71343	-11.451837
0.13	-7.776248	-3.723381	-11.499629
0.135	-7.806338	-3.736362	-11.5427
0.14	-7.827445	-3.740877	-11.568322
0.145	-7.845201	-3.734625	-11.579826
0.15	-7.861754	-3.749103	-11.610857
0.155	-7.877736	-3.758418	-11.636154
0.16	-7.891485	-3.781598	-11.673083
0.165	-7.904785	-3.782429	-11.687214
0.17	-7.917375	-3.798045	-11.71542
0.175	-7.928114	-3.811271	-11.739385
0.18	-7.939144	-3.827332	-11.766476
0.185	-7.953423	-3.847024	-11.800447
0.19	-7.971455	-3.856592	-11.828047
0.195	-7.974046	-3.86026	-11.834306
0.2	-7.981418	-3.883831	-11.865249
0.205	-7.994623	-3.903962	-11.898585
0.21	-8.012767	-3.910596	-11.923363
0.215	-8.012454	-3.937857	-11.950311
0.22	-8.022166	-3.944526	-11.966692
0.225	-8.03349	-3.957058	-11.990548
0.23	-8.036978	-3.969048	-12.006026
0.235	-8.035081	-3.980342	-12.015423
0.24	-8.034528	-4.007909	-12.042437
0.245	-8.029155	-4.01533	-12.044485
0.25	-7.977923	-4.029199	-12.007122
0.255	-7.92139	-4.055105	-11.976495
0.26	-7.877592	-4.098417	-11.976009
0.265	-7.845606	-4.098322	-11.943928
0.27	-7.829763	-4.106395	-11.936158
0.275	-7.796239	-4.115765	-11.912004
0.28	-7.756107	-4.122374	-11.878481
0.285	-7.721489	-4.133236	-11.854725
