Time (s)	ex (deg)	thx (deg)	gazex (deg)
0	6.716708	14.292935	21.009643
0.005	6.789798	14.274574	21.064372
0.01	6.824279	14.237399	21.061678
0.015	6.881994	14.224224	21.106218
0.02	6.935763	14.223531	21.159294
0.025	6.946294	14.212485	21.158779
0.03	6.935489	14.199526	21.135015
0.035	6.914082	14.189592	21.103674
0.04	6.889496	14.176451	21.065947
0.045	6.859668	14.140695	21.000363
0.05	6.856262	14.136812	20.993074
0.055	6.844809	14.132424	20.977233
0.06	6.83693	14.153008	20.989938
0.065	6.84953	14.133633	20.983163
0.07	6.87271	14.117668	20.990378
0.075	6.929041	14.126601	21.055642
0.08	6.974984	14.106533	21.081517
0.085	6.969743	14.133062	21.102805
0.09	6.999983	14.129809	21.129792
0.095	7.052767	14.148413	21.20118
0.1	7.115375	14.112253	21.227628
0.105	7.202925	13.990682	21.193607
0.11	7.216591	14.091043	21.307634
0.115	7.180405	14.209731	21.390136
0.12	7.145444	14.218904	21.364348
0.125	7.119234	14.252013	21.371247
0.13	7.092789	14.27228	21.365069
0.135	6.991085	14.301578	21.292663
0.14	6.879272	14.340467	21.219739
0.145	6.764302	14.355995	21.120297
0.15	6.527287	14.398415	20.925702
0.155	6.256883	14.428689	20.685572
0.16	5.918159	14.387679	20.305838
0.165	5.298806	14.548019	19.846825
0.17	3.889937	14.593248	18.483185
0.175	3.415459	14.63893	18.054389
0.18	3.177169	14.715425	17.892594
0.185	2.671926	14.777587	17.449513
0.19	2.119495	14.824059	16.943554
0.195	2.23331	14.77643	17.00974
0.2	2.498859	14.902728	17.401587
0.205	2.732327	14.991845	17.724172
0.21	2.517751	15.003676	17.521427
0.215	1.885041	15.069183	16.954224
0.22	1.176501	15.082717	16.259218
0.225	1.035894	15.077987	16.113881
0.23	1.594075	15.135786	16.729861
0.235	2.549698	15.102577	17.652275
0.24	3.404017	15.206554	18.610571
0.245	3.477473	15.263102	18.740575
0.25	3.620746	15.246468	18.867214
0.255	3.744084	15.325586	19.06967
0.26	3.77027	15.314969	19.085239
0.265	3.765289	15.273822	19.039111
0.27	3.556233	15.288368	18.844601
0.275	3.263971	15.328553	18.592524
0.28	3.220862	15.348586	18.569448
0.285	3.166264	15.428161	18.594425
0.29	3.123352	15.431	18.554352
0.295	3.012336	15.449679	18.462015
0.3	2.984689	15.396818	18.381507
0.305	2.927855	15.412658	18.340513
0.31	2.942789	15.437646	18.380435
0.315	3.008928	15.439329	18.448257
0.32	3.020346	15.504904	18.52525
0.325	3.063282	15.475753	18.539035
0.33	3.137966	15.449103	18.587069
0.335	3.201514	15.456135	18.657649
0.34	3.248242	15.437402	18.685644
0.345	3.28404	15.420488	18.704528
0.35	3.32825	15.419279	18.747529
0.355	3.388995	15.436471	18.825466
0.36	3.438589	15.416536	18.855125
0.365	3.498364	15.419801	18.918165
0.37	3.561515	15.406203	18.967718
0.375	3.596183	15.422026	19.018209
0.38	3.629503	15.396463	19.025966
0.385	3.659878	15.353153	19.013031
0.39	3.684521	15.395834	19.080355
0.395	3.706695	15.396316	19.103011
0.4	3.705888	15.413745	19.119633
0.405	3.708825	15.399357	19.108182
0.41	3.71771	15.36578	19.08349
0.415	3.737857	15.342366	19.080223
0.42	3.766459	15.328524	19.094983
0.425	3.781851	15.311543	19.093394
0.43	3.794388	15.281721	19.076109
0.435	3.806565	15.29285	19.099415
0.44	3.911386	15.279281	19.190667
0.445	3.949179	15.248835	19.198014
0.45	3.969104	15.217128	19.186232
0.455	3.980484	15.226184	19.206668
0.46	4.002666	15.210039	19.212705
0.465	4.002774	15.226995	19.229769
0.47	4.004121	15.228952	19.233073
0.475	4.011961	15.247664	19.259625
0.48	4.05075	15.234325	19.285075
0.485	4.0614	15.226103	19.287503
0.49	4.071711	15.211871	19.283582
0.495	4.076302	15.217997	19.294299
0.5	4.077091	15.19296	19.270051
0.505	4.070344	15.183356	19.2537
0.51	4.087597	15.146352	19.233949
0.515	4.119622	15.154323	19.273945
0.52	4.215597	15.186203	19.4018
0.525	4.290794	15.139466	19.43026
0.53	4.317466	15.11766	19.435126
0.535	4.320334	15.092636	19.41297
0.54	4.325115	15.118841	19.443956
0.545	4.32602	15.102228	19.428248
0.55	4.320776	15.051828	19.372604
0.555	4.318431	15.01724	19.335671
0.56	4.281812	15.018678	19.30049
0.565	4.274312	15.003886	19.278198
0.57	4.279175	14.991578	19.270753
0.575	4.281631	15.004879	19.28651
0.58	4.324986	15.053118	19.378104
0.585	4.354568	15.001332	19.3559
0.59	4.379839	14.955815	19.335654
0.595	4.404963	15.005452	19.410415
0.6	4.41369	15.01628	19.42997
0.605	4.415065	14.996288	19.411353
0.61	4.512724	14.941708	19.454432
0.615	4.671848	14.912672	19.58452
0.62	4.803081	14.900412	19.703493
0.625	4.90041	14.865723	19.766133
0.63	4.955688	14.835645	19.791333
0.635	4.980925	14.826323	19.807248
0.64	4.968636	14.865925	19.834561
0.645	4.949015	14.892188	19.841203
0.65	4.936263	14.846912	19.783175
0.655	4.924782	14.843082	19.767864
0.66	4.907251	14.833891	19.741142
0.665	4.892036	14.835838	19.727874
0.67	4.877879	14.852846	19.730725
0.675	4.865135	14.851463	19.716598
0.68	4.857186	14.84321	19.700396
0.685	4.855055	14.856509	19.711564
0.69	4.855323	14.880225	19.735548
0.695	4.846628	14.902453	19.749081
0.7	4.831368	14.899482	19.73085
0.705	4.842292	14.890015	19.732307
0.71	4.852885	14.91909	19.771975
0.715	4.843657	14.963766	19.807423
0.72	4.854949	14.948911	19.80386
0.725	4.85743	14.940238	19.797668
0.73	4.885282	14.955347	19.840629
0.735	4.932165	14.925613	19.857778
0.74	4.955498	14.957618	19.913116
0.745	4.965716	14.943041	19.908757
0.75	4.964619	14.956633	19.921252
0.755	4.956602	14.955924	19.912526
0.76	4.941072	14.935081	19.876153
0.765	4.925264	14.926382	19.851646
0.77	4.951707	14.918475	19.870182
0.775	4.997964	14.903087	19.901051
0.78	4.995585	14.930228	19.925813
0.785	4.973082	14.945286	19.918368
0.79	4.964015	14.939212	19.903227
0.795	4.962293	14.947848	19.910141
0.8	5.002427	14.936038	19.938465
0.805	5.055975	14.924091	19.980066
0.81	5.08675	14.887948	19.974698
0.815	5.111605	14.886022	19.997627
0.82	5.099776	14.874687	19.974463
0.825	5.090153	14.855891	19.946044
0.83	5.08189	14.9026	19.98449
0.835	5.073004	14.893043	19.966047
0.84	5.070984	14.859415	19.930399
0.845	5.063699	14.867025	19.930724
0.85	5.056977	14.860983	19.91796
0.855	5.04863	14.859512	19.908142
0.86	5.04015	14.844985	19.885135
0.865	5.034069	14.859933	19.894002
0.87	5.025775	14.839726	19.865501
0.875	5.0128	14.824867	19.837667
0.88	5.010739	14.794219	19.804958
0.885	5.016202	14.714031	19.730233
0.89	4.999721	14.669591	19.669312
0.895	4.977427	14.655495	19.632922
0.9	4.954046	14.67165	19.625696
0.905	4.000018	14.655271	18.655289
0.91	1.989427	14.497652	16.487079
0.915	0.109115	14.404803	14.513918
0.92	-1.887052	14.326551	12.439499
0.925	-5.06082	14.151624	9.090804
0.93	-7.686442	14.041052	6.35461
0.935	-9.459202	13.833339	4.374137
0.94	-11.704018	13.594535	1.890517
0.945	-14.879541	13.314744	-1.564797
0.95	-16.750539	13.04849	-3.702049
0.955	-17.840576	12.723967	-5.116609
0.96	-20.064891	12.386431	-7.67846
0.965	-21.792086	12.034357	-9.757729
0.97	-23.013159	11.605973	-11.407186
0.975	-24.068248	11.137006	-12.931242
0.98	-26.144277	10.708198	-15.436079
0.985	-27.63886	10.167936	-17.470924
0.99	-28.827477	9.725951	-19.101526
0.995	-29.797068	9.243445	-20.553623
1	-30.945935	8.672598	-22.273337
1.005	-30.968812	8.110496	-22.858316
1.01	-31.134796	7.480782	-23.654014
1.015	-30.666507	6.894026	-23.772481
1.02	-29.500051	6.237646	-23.262405
1.025	-28.182048	5.692638	-22.48941
1.03	-27.331423	5.021391	-22.310032
1.035	-26.683667	4.39335	-22.290317
1.04	-25.962326	3.731382	-22.230944
1.045	-24.982186	3.065996	-21.91619
1.05	-24.423511	2.36443	-22.059081
1.055	-22.864984	1.733426	-21.131558
1.06	-22.322734	1.112603	-21.210131
1.065	-21.515037	0.454085	-21.060952
1.07	-21.078338	-0.242183	-21.320521
1.075	-20.347397	-0.913313	-21.26071
1.08	-19.402534	-1.553789	-20.956323
1.085	-18.933354	-2.188119	-21.121473
1.09	-18.463424	-2.793574	-21.256998
1.095	-18.4579	-3.432292	-21.890192
1.1	-17.544472	-4.04368	-21.588152
1.105	-16.756004	-4.676198	-21.432202
1.11	-16.217847	-5.287248	-21.505095
1.115	-15.952035	-5.867146	-21.819181
1.12	-15.49017	-6.439559	-21.929729
1.125	-14.636045	-7.007034	-21.643079
1.13	-13.565841	-7.546477	-21.112318
1.135	-12.369462	-8.047804	-20.417266
1.14	-11.428185	-8.590591	-20.018776
1.145	-10.961257	-9.12248	-20.083737
1.15	-10.686045	-9.624381	-20.310426
1.155	-10.326968	-10.098961	-20.425929
1.16	-10.041315	-10.553851	-20.595166
1.165	-9.904158	-10.995785	-20.899943
1.17	-9.691147	-11.439235	-21.130382
1.175	-9.041375	-11.843338	-20.884713
1.18	-8.358898	-12.242487	-20.601385
1.185	-7.719778	-12.648635	-20.368413
1.19	-7.157123	-12.996825	-20.153948
1.195	-6.57502	-13.35136	-19.92638
1.2	-6.012527	-13.714395	-19.726922
1.205	-5.529461	-14.042468	-19.571929
1.21	-5.176899	-14.346723	-19.523622
1.215	-4.713085	-14.622217	-19.335302
1.22	-4.469814	-14.912516	-19.38233
1.225	-4.17384	-15.154448	-19.328288
1.23	-3.801928	-15.398537	-19.200465
1.235	-3.135723	-15.658088	-18.793811
1.24	-2.943042	-15.838728	-18.78177
1.245	-2.765675	-16.035325	-18.801
1.25	-2.68739	-16.227444	-18.914834
1.255	-2.476733	-16.379886	-18.856619
1.26	-2.203163	-16.549086	-18.752249
1.265	-1.84751	-16.680911	-18.528421
1.27	-1.67011	-16.83235	-18.50246
1.275	-1.518662	-16.948552	-18.467214
1.28	-1.350615	-17.056769	-18.407384
1.285	-1.308608	-17.164402	-18.47301
1.29	-1.251085	-17.250901	-18.501986
1.295	-1.122849	-17.325853	-18.448702
1.3	-0.938915	-17.387944	-18.326859
1.305	-0.817335	-17.452773	-18.270108
1.31	-0.92312	-17.514524	-18.437644
1.315	-1.20109	-17.566671	-18.767761
1.32	-1.290418	-17.604684	-18.895102
1.325	-1.323701	-17.631838	-18.955539
1.33	-1.322615	-17.659328	-18.981943
1.335	-1.227453	-17.644886	-18.872339
1.34	-1.09004	-17.655682	-18.745722
1.345	-1.089974	-17.601926	-18.6919
1.35	-1.04847	-17.619602	-18.668072
1.355	-0.80583	-17.624594	-18.430424
1.36	-0.80771	-17.631895	-18.439605
1.365	-0.845825	-17.593139	-18.438964
1.37	-0.760831	-17.576489	-18.33732
1.375	-0.774199	-17.550772	-18.324971
1.38	-0.793676	-17.51071	-18.304386
1.385	-0.757239	-17.47567	-18.232909
1.39	-0.847445	-17.460423	-18.307868
1.395	-0.875215	-17.420155	-18.29537
1.4	-0.834719	-17.377586	-18.212305
1.405	-0.761931	-17.357062	-18.118993
1.41	-0.774906	-17.31113	-18.086036
1.415	-0.897374	-17.287576	-18.18495
1.42	-0.985972	-17.27486	-18.260832
1.425	-0.993093	-17.241901	-18.234994
1.43	-0.997504	-17.194782	-18.192286
1.435	-1.101669	-17.144859	-18.246528
1.44	-1.163595	-17.097191	-18.260786
1.445	-1.194324	-17.038698	-18.233022
1.45	-1.146866	-16.986566	-18.133432
1.455	-1.183415	-16.922778	-18.106193
1.46	-1.18024	-16.856334	-18.036574
1.465	-1.163101	-16.815721	-17.978822
1.47	-1.261599	-16.782348	-18.043947
1.475	-1.255754	-16.693797	-17.949551
1.48	-1.193726	-16.650829	-17.844555
1.485	-1.128475	-16.588889	-17.717364
1.49	-1.080637	-16.532455	-17.613092
1.495	-1.063411	-16.451567	-17.514978
1.5	-1.055862	-16.372668	-17.42853
1.505	-1.178851	-16.311784	-17.490635
1.51	-1.29577	-16.206918	-17.502688
1.515	-1.344112	-16.11183	-17.455942
1.52	-1.327024	-16.025142	-17.352166
1.525	-1.400348	-15.957502	-17.35785
1.53	-1.445721	-15.884018	-17.329739
1.535	-1.52288	-15.794502	-17.317382
1.54	-1.598754	-15.703816	-17.30257
1.545	-1.661718	-15.631616	-17.293334
