Time (s)	ex (deg)	thx (deg)	gazex (deg)
0	27.687936	46.495318	74.183254
0.005	27.011661	46.921741	73.933402
0.01	26.172662	47.335158	73.50782
0.015	25.440509	47.837409	73.277918
0.02	24.486466	48.282214	72.76868
0.025	23.775116	48.592766	72.367882
0.03	22.826916	48.906619	71.733535
0.035	22.479031	49.244396	71.723427
0.04	22.671737	49.610463	72.2822
0.045	22.906012	49.85843	72.764442
0.05	23.344015	50.309416	73.653431
0.055	23.480539	50.689341	74.16988
0.06	23.652385	50.995775	74.64816
0.065	23.837797	51.348216	75.186013
0.07	24.001283	51.611056	75.612339
0.075	24.130905	51.836194	75.967099
0.08	24.14177	52.053019	76.194789
0.085	24.002066	52.293877	76.295943
0.09	23.622399	52.595612	76.218011
0.095	23.450915	52.846281	76.297196
0.1	23.011059	53.329747	76.340806
0.105	22.499668	53.617142	76.11681
0.11	21.619646	53.766126	75.385772
0.115	21.135173	54.054994	75.190167
0.12	20.818651	54.301528	75.120179
0.125	20.652722	54.536524	75.189246
0.13	20.39549	54.716166	75.111656
0.135	20.096463	54.907993	75.004456
0.14	20.020274	55.159706	75.17998
0.145	19.772728	55.254946	75.027674
0.15	19.125265	55.194524	74.319789
0.155	18.839403	55.375115	74.214518
0.16	18.716342	55.512131	74.228473
0.165	18.523645	55.702341	74.225986
0.17	18.082104	55.783952	73.866056
0.175	18.014689	56.004917	74.019606
0.18	17.683319	56.347476	74.030795
0.185	17.364951	56.301278	73.666229
0.19	17.286078	56.294976	73.581054
0.195	17.150351	56.486155	73.636506
0.2	16.997443	56.820395	73.817838
0.205	16.94223	56.765541	73.707771
0.21	16.810988	56.777744	73.588732
0.215	16.741539	56.830292	73.571831
0.22	16.415414	56.85296	73.268374
0.225	16.31595	57.103981	73.419931
0.23	16.427739	57.325268	73.753007
0.235	16.489462	57.367205	73.856667
0.24	16.423966	57.364929	73.788895
0.245	16.412011	57.245049	73.65706
0.25	16.449421	57.2284	73.677821
0.255	16.359023	57.074385	73.433408
0.26	16.349171	57.145641	73.494812
0.265	16.414853	57.296876	73.711729
0.27	16.485184	57.374974	73.860158
0.275	16.248946	57.200989	73.449935
0.28	16.163168	57.053508	73.216676
0.285	16.233399	57.104652	73.338051
0.29	16.259231	57.116192	73.375423
0.295	16.238548	57.104235	73.342783
0.3	16.222652	57.066312	73.288964
0.305	16.293827	57.019636	73.313463
0.31	16.39108	56.984577	73.375657
0.315	16.472109	56.923004	73.395113
0.32	16.595983	56.890023	73.486006
0.325	16.73349	56.812164	73.545654
0.33	16.806681	56.679676	73.486357
0.335	16.839652	56.596465	73.436117
0.34	16.833796	56.560399	73.394195
0.345	16.880137	56.475847	73.355984
0.35	16.917385	56.407957	73.325342
0.355	16.891904	56.266085	73.157989
0.36	16.919088	56.25916	73.178248
0.365	16.933431	56.191191	73.124622
0.37	16.964548	56.172028	73.136576
0.375	17.032945	56.146953	73.179898
0.38	17.130394	56.20346	73.333854
0.385	17.225577	56.211313	73.43689
0.39	17.246365	56.15146	73.397825
0.395	17.241371	56.140325	73.381696
0.4	17.218232	56.108058	73.32629
0.405	17.247761	56.134276	73.382037
0.41	17.277242	56.122731	73.399973
0.415	17.330632	56.18257	73.513202
