Time (s)	ex (deg)	thx (deg)	gazex (deg)
0	-0.211841	3.728763	3.516922
0.005	-0.215336	3.736225	3.520889
0.01	-0.217268	3.742383	3.525115
0.015	-0.229073	3.756897	3.527824
0.02	-0.254177	3.775675	3.521498
0.025	-0.296149	3.791809	3.49566
0.03	-0.33518	3.821468	3.486288
0.035	-0.335541	3.865305	3.529764
0.04	-0.32755	3.947259	3.619709
0.045	-0.306511	4.019559	3.713048
0.05	-0.270442	4.114883	3.844441
0.055	-0.226116	4.232769	4.006653
0.06	-0.206184	4.361974	4.15579
0.065	-0.217028	4.529529	4.312501
0.07	-0.233759	4.696653	4.462894
0.075	-0.290719	4.894343	4.603624
0.08	-0.341407	5.129045	4.787638
0.085	-0.402537	5.365727	4.96319
0.09	-0.468206	5.657121	5.188915
0.095	-0.566077	5.986464	5.420387
0.1	-0.617929	6.306149	5.68822
0.105	-0.712082	6.685714	5.973632
0.11	-0.835823	7.118045	6.282222
0.115	-1.06487	7.534166	6.469296
0.12	-1.301964	8.020682	6.718718
0.125	-1.608429	8.534035	6.925606
0.13	-1.925789	9.089568	7.163779
0.135	-2.423701	9.707745	7.284044
0.14	-3.139659	10.341246	7.201587
0.145	-3.521709	10.971907	7.450198
0.15	-3.686497	11.669835	7.983338
0.155	-4.091264	12.386771	8.295507
0.16	-4.36212	13.10622	8.7441
0.165	-4.503584	13.843905	9.340321
0.17	-4.54163	14.580803	10.039173
0.175	-5.192665	15.370808	10.178143
0.18	-5.991127	16.173866	10.182739
0.185	-6.531759	17.038462	10.506703
0.19	-6.574918	17.888934	11.314016
0.195	-5.814253	18.770422	12.956169
0.2	-5.242714	19.664866	14.422152
0.205	-4.780575	20.549364	15.768789
0.21	-4.456148	21.471416	17.015268
0.215	-3.454371	22.402811	18.94844
0.22	-1.887115	23.377278	21.490163
0.225	-0.49529	24.31096	23.81567
0.23	1.100509	25.306124	26.406633
0.235	2.68813	26.281012	28.969142
0.24	4.622695	27.268846	31.891541
0.245	6.450824	28.274887	34.725711
0.25	8.096039	29.275433	37.371472
0.255	10.740108	30.287433	41.027541
0.26	12.761773	31.270334	44.032107
0.265	13.710985	32.258291	45.969276
0.27	15.837018	33.258363	49.095381
0.275	17.619679	34.262142	51.881821
0.28	18.765544	35.260637	54.026181
0.285	20.031216	36.222919	56.254135
0.29	23.968224	37.204803	61.173027
0.295	27.609107	38.141599	65.750706
0.3	32.075609	39.054637	71.130246
0.305	32.801398	39.995088	72.796486
0.31	34.090725	40.886537	74.977262
0.315	30.872989	41.755363	72.628352
0.32	29.73659	42.63117	72.36776
0.325	31.390744	43.466271	74.857015
0.33	31.249887	44.31046	75.560347
0.335	32.912455	45.122965	78.03542
0.34	32.815645	45.900408	78.716053
0.345	33.166061	46.661205	79.827266
0.35	32.689892	47.423779	80.113671
0.355	35.274017	48.144455	83.418472
0.36	36.915402	48.83577	85.751172
0.365	37.916039	49.496805	87.412844
0.37	38.330387	50.132171	88.462558
0.375	36.874227	50.720675	87.594902
0.38	35.515567	51.301588	86.817155
0.385	34.934223	51.853572	86.787795
0.39	32.799653	52.344776	85.144429
0.395	31.816796	52.785633	84.602429
0.4	31.227135	53.229464	84.456599
0.405	30.627297	53.609172	84.236469
0.41	29.559521	53.96658	83.526101
0.415	27.696095	54.311894	82.007989
0.42	26.785551	54.650456	81.436007
0.425	26.205697	54.943883	81.14958
0.43	25.64569	55.18087	80.82656
0.435	24.674887	55.421199	80.096086
0.44	24.080764	55.640057	79.720821
0.445	23.805725	55.830877	79.636602
