Time (s)	ex (deg)	thx (deg)	gazex (deg)
0	-7.896802	4.345285	-3.551517
0.005	-7.293776	4.34212	-2.951656
0.01	-9.060114	4.341828	-4.718286
0.015	-10.181946	4.352503	-5.829443
0.02	-10.103025	4.351937	-5.751088
0.025	-11.801148	4.358116	-7.443032
0.03	-8.931708	4.367752	-4.563956
0.035	-6.775717	4.367305	-2.408412
0.04	-5.313584	4.365507	-0.948077
0.045	-4.344518	4.362884	0.018366
0.05	-1.830413	4.379839	2.549426
0.055	-1.726141	4.356552	2.630411
0.06	-1.595939	4.339381	2.743442
0.065	-3.817992	4.346146	0.528154
0.07	-4.717269	4.368863	-0.348406
0.075	-5.27209	4.380847	-0.891243
0.08	-7.131681	4.389517	-2.742164
0.085	-9.28203	4.394516	-4.887514
0.09	-9.513232	4.388949	-5.124283
0.095	-8.961584	4.383883	-4.577701
0.1	-7.81777	4.385108	-3.432662
0.105	-8.867877	4.385524	-4.482353
0.11	-10.500833	4.386797	-6.114036
0.115	-10.90967	4.38024	-6.52943
0.12	-10.592082	4.375901	-6.216181
0.125	-9.464423	4.372813	-5.09161
0.13	-8.760988	4.371996	-4.388992
0.135	-9.387089	4.368237	-5.018852
0.14	-8.443322	4.367864	-4.075458
0.145	-7.600035	4.375652	-3.224383
0.15	-6.629145	4.374295	-2.25485
0.155	-5.32072	4.372615	-0.948105
0.16	-4.875693	4.385072	-0.490621
0.165	-4.846408	4.390079	-0.456329
0.17	-4.743863	4.389252	-0.354611
0.175	-4.995851	4.383327	-0.612524
0.18	-5.729497	4.370039	-1.359458
0.185	-7.147633	4.389251	-2.758382
0.19	-5.346613	4.383238	-0.963375
0.195	1.699913	4.379993	6.079906
0.2	8.041055	4.383496	12.424551
0.205	11.995724	4.397679	16.393403
0.21	11.56262	4.41313	15.97575
0.215	14.286464	4.405778	18.692242
0.22	15.333075	4.408845	19.74192
0.225	18.860396	4.411863	23.272259
0.23	10.214764	4.406163	14.620927
0.235	-0.364784	4.395854	4.03107
0.24	-6.03059	4.389819	-1.640771
0.245	-6.267201	4.403918	-1.863283
0.25	-5.735721	4.419906	-1.315815
0.255	-5.769145	4.420525	-1.34862
0.26	-6.612959	4.42591	-2.187049
0.265	-6.431214	4.420104	-2.01111
0.27	-5.534733	4.427752	-1.106981
0.275	-4.964374	4.430236	-0.534138
0.28	-4.458031	4.427871	-0.03016
0.285	-4.133603	4.438662	0.305059
0.29	-3.611239	4.444591	0.833352
0.295	-3.203163	4.447027	1.243864
0.3	-2.77816	4.438288	1.660128
0.305	-1.948187	4.45348	2.505293
0.31	-1.570789	4.464518	2.893729
0.315	-1.561834	4.464974	2.90314
0.32	-1.548361	4.468352	2.919991
0.325	-1.515023	4.478567	2.963544
0.33	-1.33264	4.492953	3.160313
0.335	-1.225926	4.516717	3.290791
0.34	-1.144665	4.535138	3.390473
0.345	-1.09544	4.540386	3.444946
0.35	-1.0796	4.545985	3.466385
0.355	-1.006212	4.555609	3.549397
0.36	-0.967976	4.561938	3.593962
0.365	-0.982006	4.584535	3.602529
0.37	-0.999703	4.612973	3.61327
0.375	-1.016252	4.617557	3.601305
0.38	-1.03343	4.634709	3.601279
0.385	-1.050721	4.638659	3.587938
0.39	-1.070363	4.645255	3.574892
0.395	-1.107234	4.662083	3.554849
0.4	-1.189533	4.676831	3.487298
0.405	-1.286413	4.686115	3.399702
0.41	-1.319081	4.690135	3.371054
0.415	-1.397703	4.689069	3.291366
0.42	-1.439557	4.698637	3.25908
0.425	-1.447272	4.70619	3.258918
0.43	-1.46087	4.710414	3.249544
0.435	-1.486584	4.7265	3.239916
0.44	-1.524032	4.751518	3.227486
0.445	-1.58211	4.759855	3.177745
0.45	-1.681842	4.755276	3.073434
0.455	-1.721459	4.76469	3.043231
0.46	-1.776751	4.763895	2.987144
0.465	-1.879496	4.746785	2.867289
0.47	-1.948574	4.76552	2.816946
0.475	-2.003133	4.789836	2.786703
0.48	-2.049655	4.790424	2.740769
0.485	-2.066843	4.789699	2.722856
0.49	-2.048671	4.780319	2.731648
0.495	-2.018614	4.776332	2.757718
0.5	-1.983026	4.777918	2.794892
0.505	-1.897154	4.786609	2.889455
0.51	-1.730018	4.784976	3.054958
0.515	-1.70487	4.77414	3.06927
0.52	-1.673596	4.749445	3.075849
0.525	-1.643522	4.754966	3.111444
0.53	-1.600946	4.766302	3.165356
0.535	-1.553397	4.754581	3.201184
0.54	-1.503542	4.751838	3.248296
0.545	-1.420447	4.749323	3.328876
0.55	-1.359527	4.735855	3.376328
0.555	-1.35582	4.741367	3.385547
0.56	-1.365524	4.736224	3.3707
0.565	-1.37066	4.734145	3.363485
0.57	-1.365824	4.744877	3.379053
0.575	-1.326514	4.751382	3.424868
0.58	-1.270955	4.746076	3.475121
0.585	-1.248141	4.725034	3.476893
0.59	-1.138875	4.745613	3.606738
0.595	-1.072233	4.755837	3.683604
0.6	-1.044106	4.750334	3.706228
0.605	-1.02342	4.765961	3.742541
0.61	-0.82768	4.773296	3.945616
0.615	-0.732551	4.76913	4.036579
0.62	-0.695085	4.753847	4.058762
0.625	-0.711663	4.745639	4.033976
0.63	-0.796095	4.732694	3.936599
0.635	-1.084539	4.741862	3.657323
0.64	-2.089873	4.760208	2.670335
0.645	-2.684772	4.761037	2.076265
0.65	11.0379	4.743464	15.781364
0.655	12.775415	4.741603	17.517018
0.66	16.774598	4.75377	21.528368
0.665	16.833583	4.753708	21.587291
0.67	13.409645	4.733173	18.142818
0.675	17.850582	4.724611	22.575193
0.68	21.658253	4.739837	26.39809
0.685	17.637937	4.751843	22.38978
0.69	7.417424	4.738725	12.156149
0.695	3.935788	4.73628	8.672068
0.7	0.48632	4.72822	5.21454
0.705	0.064411	4.721627	4.786038
0.71	0.704348	4.723316	5.427664
0.715	1.425724	4.717415	6.143139
0.72	1.83094	4.739103	6.570043
0.725	1.855384	4.75181	6.607194
0.73	1.67572	4.744235	6.419955
0.735	1.222624	4.742361	5.964985
0.74	0.565662	4.747964	5.313626
0.745	-0.472584	4.769305	4.296721
0.75	-0.92732	4.752141	3.824821
0.755	-1.065425	4.740818	3.675393
0.76	-1.344268	4.734949	3.390681
0.765	-1.309373	4.746361	3.436988
0.77	-1.34094	4.747107	3.406167
0.775	-1.298696	4.745692	3.446996
0.78	-1.26378	4.745271	3.481491
0.785	-1.30109	4.756854	3.455764
0.79	-1.427477	4.767596	3.340119
0.795	-1.428973	4.766106	3.337133
0.8	-1.487808	4.774307	3.286499
0.805	-1.48751	4.789296	3.301786
0.81	-1.557199	4.795258	3.238059
0.815	-1.466121	4.789902	3.323781
0.82	-1.482191	4.773003	3.290812
0.825	-1.489487	4.769824	3.280337
0.83	-1.533434	4.784334	3.2509
0.835	-1.713462	4.787324	3.073862
0.84	-1.853974	4.775118	2.921144
0.845	-1.993011	4.782908	2.789897
0.85	-2.05723	4.786159	2.728929
0.855	-2.100164	4.790681	2.690517
0.86	-2.141588	4.794346	2.652758
0.865	-2.231821	4.7924	2.560579
0.87	-2.260978	4.788719	2.527741
0.875	-2.304347	4.787617	2.48327
0.88	-2.24491	4.784298	2.539388
0.885	-2.108449	4.788916	2.680467
0.89	-2.00973	4.790717	2.780987
0.895	-1.850561	4.799512	2.948951
0.9	-1.705374	4.817551	3.112177
0.905	-1.626945	4.832757	3.205812
0.91	-1.607182	4.829544	3.222362
0.915	-1.521353	4.824782	3.303429
0.92	-1.458345	4.829466	3.371121
0.925	-1.424092	4.838957	3.414865
0.93	-1.424253	4.847748	3.423495
0.935	-1.534758	4.854389	3.319631
0.94	-1.667742	4.853902	3.18616
0.945	-1.821126	4.854924	3.033798
0.95	-1.853353	4.858913	3.00556
0.955	-1.868379	4.866412	2.998033
0.96	-1.822002	4.869359	3.047357
0.965	-1.756512	4.877522	3.12101
0.97	-1.733797	4.888338	3.154541
0.975	-1.739563	4.88968	3.150117
0.98	-1.735548	4.875461	3.139913
0.985	-1.682853	4.876225	3.193372
0.99	-1.666352	4.879281	3.212929
0.995	-1.648219	4.878169	3.22995
1	-1.631132	4.881315	3.250183
1.005	-1.667253	4.889553	3.2223
1.01	-1.680858	4.901757	3.220899
1.015	-1.705596	4.908224	3.202628
1.02	-1.716787	4.905112	3.188325
1.025	-1.695197	4.909801	3.214604
1.03	-1.697869	4.916442	3.218573
1.035	-1.697808	4.906642	3.208834
1.04	-1.677332	4.900225	3.222893
1.045	-1.660582	4.897886	3.237304
1.05	-1.634949	4.894367	3.259418
1.055	-1.610358	4.895245	3.284887
1.06	-1.583255	4.890479	3.307224
1.065	-1.562949	4.895441	3.332492
1.07	-1.545721	4.894311	3.34859
1.075	-1.529148	4.89235	3.363202
1.08	-1.513283	4.873539	3.360256
1.085	-1.498297	4.867338	3.369041
1.09	-1.445534	4.872149	3.426615
1.095	-1.388964	4.8669	3.477936
1.1	-1.360299	4.869216	3.508917
1.105	-1.357554	4.868551	3.510997
1.11	-1.345276	4.856598	3.511322
1.115	-1.325304	4.843685	3.518381
1.12	-1.251926	4.843283	3.591357
1.125	-1.098995	4.83984	3.740845
1.13	-1.071712	4.829146	3.757434
1.135	-1.048539	4.845319	3.79678
1.14	-1.040369	4.842014	3.801645
1.145	-1.030809	4.828606	3.797797
1.15	-1.000669	4.830346	3.829677
1.155	-0.973366	4.826978	3.853612
1.16	-0.956019	4.814822	3.858803
1.165	-0.917196	4.830962	3.913766
1.17	-0.831838	4.84166	4.009822
1.175	-0.782312	4.845972	4.06366
1.18	-0.772888	4.854655	4.081767
